movieId,title,genre,plot
3403,Raise the Titanic (1980),Drama,"To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the Titanic."
3404,Titanic (1953),Action,"Unhappily married, Julia Sturges decides to go to America with her two children on the Titanic. Her husband, Richard also arranges passage on the luxury liner so as to have custody of their two children. All this fades to insignificance once the ship hits an iceberg."
3405,"Night to Remember, A (1958)",Action,"The sinking of the Titanic is presented in a highly realistic fashion in this tense British drama. The disaster is portrayed largely from the perspective of the ocean liner's second officer, Charles Lightoller. Despite numerous warnings about ice, the ship sails on, with Capt. Edward John Smith keeping it going at a steady clip. When the doomed vessel finally hits an iceberg, the crew and passengers discover that they lack enough lifeboats, and tragedy follows."
3406,Captain Horatio Hornblower R.N. (1951),Action,"Captain Horatio Hornblower leads his ship HMS Lydia on a perilous transatlantic voyage, during which his faithful crew battle both a Spanish warship and a ragged band of Central American rebels."
3407,"Carriers Are Waiting, The (Convoyeurs attendent, Les) (1999)",Comedy,"Roger Closset is a man who obviously loves his family, though that doesn't always make them feel better. Dad is an obsessive type with a short fuse and a long list of curious ideas, and his wife and children must often bear the brunt of his eccentricities. Roger works as a reporter, a job he doesn't like which doesn't pay especially well, either. One day, Roger learns an area business association is sponsoring a contest for a family that can break a world record, with the grand prize being a new car. Suddenly, Roger gets a brainstorm -- if his son can open and shut a door 40,000 times in 24 hours, the car will be theirs. 15-year-old Michel, however, is not at all happy to have been drafted into this new responsibility, especially when dad builds a practice door in the backyard and finds a trainer to teach Michel how to open and close it with greatest efficiency."
3408,Erin Brockovich (2000),Drama,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up."
3409,Final Destination (2000),Drama,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one."
3410,Soft Fruit (1999),Comedy,"For the first time in 15 years, all four siblings in a family show up to care for their dying mother, who is only given a couple of weeks to live. One comes from America with her two children. A divorced sister also comes with her child and sneaks off regularly to meet a mystery man who may be her ex-husband. The third & youngest daughter is an unmarried nurse aware of her ticking biological clock. The only son chases after his grumpy father who seems to not care a whit about his wife's circumstances. The four are also faced my their mother's dreams to accomplish a few things before she dies - to visit a beach she had visited in the past, to see her youngest married, and to visit Paris. She also wants to be embalmed and be honored with a 21 gun salute. Thus the whole group has to set off in the quest to fulfill their mother's wishes."
3411,Babymother (1998),Drama,"A single mother determined to make it as a singer puts together an all-girl reggae group named Neeta, Sweeta, & Nastie with her friends. Living in a housing estate with little support, the odds are obviously against her. Emotionally she struggles too as she learns at her mother's death that her actual mother is the woman she had thought was her older sister. With the help of a female agent, the group starts to get some exposure and rises above their setting."
3412,"Bear, The (Ours, L') (1988)",Adventure,An orphan bear cub hooks up with an adult male as they try to dodge human hunters.
3413,Impact (1949),Crime,"After surviving a murder attempt, an auto magnate goes into hiding so his wife can pay for the crime."
3414,Love Is a Many-Splendored Thing (1955),Drama,A widowed doctor of both Chinese and European descent falls in love with a married American correspondent in Hong Kong during China's Communist revolution.
3415,"Mirror, The (Zerkalo) (1975)",Drama,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life."
3417,"Crimson Pirate, The (1952)",Adventure,"Burt Lancaster plays a pirate with a taste for intrigue and acrobatics who involves himself in the goings on of a revolution in the Caribbean in the late 1700s. A light hearted adventure involving prison breaks, an oddball scientist, sailing ships, naval fights and tons of swordplay."
3418,Thelma & Louise (1991),Adventure,"Taking a break from their dreary lives, close friends Thelma and Louise embark on a short weekend trip that ends in unforeseen incriminating circumstances. As fugitives, both women rediscover the strength of their bond and their newfound resilience."
3419,Something for Everyone (1970),Comedy,"In post-war Austria, an opportunistic young man begins working as a footman to a widowed countess and uses his sexual talents to better his station in life."
3420,...And Justice for All (1979),Drama,An ethical Baltimore defense lawyer disgusted with rampant legal corruption is forced to defend a judge he despises in a rape trial under the threat of being disbarred.
3421,Animal House (1978),Comedy,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him."
3422,She's Gotta Have It (1986),Comedy,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner."
3423,School Daze (1988),Drama,Fraternity and sorority members clash with other students at a historically black college during homecoming weekend.
3424,Do the Right Thing (1989),Drama,"Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise."
3425,Mo' Better Blues (1990),Drama,"Talented but self-centered trumpeter Bleek Gilliam is obsessed with his music and indecisiveness about his girlfriends Indigo and Clarke. But when he is forced to come to the aid of his manager and childhood friend, Bleek finds his world more fragile than he ever imagined."
3426,Jungle Fever (1991),Drama,A successful and married black man contemplates having an affair with a white girl from work. He's quite rightly worried that the racial difference would make an already taboo relationship even worse.
3427,Coogan's Bluff (1968),Crime,"Coogan, an Arizona deputy sheriff goes to New York to pick up a prisoner. While escorting the prisoner to the airport, he escapes and Coogan heads into the city to recapture him."
3428,"Champ, The (1979)",Drama,"Billy used to be a great boxer, but he's settled into a hardscrabble life that revolves around drinking, training horses, and the one bright spot in his existence — his young son, T.J. Although Billy has had custody of T.J. since his wife, Annie, left the family years ago, her return prompts a new struggle for the former fighter. Determined to hold on to his son, Billy gets back into the ring to try and recapture his past success."
3429,Creature Comforts (1989),Animation,A humorous and thought-provoking view of what animals in zoos might be thinking about their captivity and surroundings.
3430,Death Wish (1974),Action,"After his wife is murdered by street punks, a pacifistic New York City architect becomes a one-man vigilante squad, prowling the streets for would-be muggers after dark."
3431,Death Wish 2 (1982),Action,Paul Kersey is again a vigilante trying to find five punks who murdered his housekeeper and daughter in Los Angeles.
3432,Death Wish 3 (1985),Action,Architect/vigilante Paul Kersey arrives back in New York City and is forcibly recruited by a crooked police chief to fight street crime caused by a large gang terrorizing the neighborhoods.
3433,Death Wish 4: The Crackdown (1987),Action,"After the death of his girlfriend's daughter from a drug overdose, Paul Kersey takes on the local drug cartel."
3434,Death Wish 5: The Face of Death (1994),Action,"Paul Kersey is back at working vigilante justice when his fiancée, Olivia, has her business threatened by mobsters."
3435,Double Indemnity (1944),Crime,"An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator."
3436,Dying Young (1991),Drama,"After she discovers that her boyfriend has betrayed her, Hilary O'Neil is looking for a new start and a new job. She begins to work as a private nurse for a young man suffering from blood cancer. Slowly, they fall in love, but they always know their love cannot last because he is destined to die."
3437,Cool as Ice (1991),Drama,"Freewheeling, motorcycle-riding musician Johnny rolls into a small town with his band, and meets Kathy, an honor student who catches his eye. Meanwhile, Kathy's father, after being in the Witness Protection Program, is finally tracked down by two corrupt cops he escaped from years ago, who want the money he owes them."
3438,Teenage Mutant Ninja Turtles (1990),Action,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan."
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants."
3440,Teenage Mutant Ninja Turtles III (1993),Action,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising."
3441,Red Dawn (1984),Action,"It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town—and their country—from invading Soviet forces."
3442,Band of the Hand (1986),Action,An Indian Vietnam veteran trains five street punks in the Everglades to fight vice in Miami.
3443,Born American (1986),Action,A trio of American students vacationing in Finland cross the border into the USSR and are soon imprisoned following a skirmish with Soviet soldiers.
3444,Bloodsport (1988),Action,An American Army Major goes AWOL to Hong Kong for an outlawed martial arts contest called the Kumite.
3445,Eyes of Laura Mars (1978),Mystery,A famous fashion photographer develops a disturbing ability to see through the eyes of a serial killer.
3446,Funny Bones (1995),Comedy,"Tommy Fawkes wants to be a successful comedian. After his Las Vegas debut is a failure, he returns to Blackpool where his father—also a comedian—started, and where he spent the summers of his childhood."
3447,"Good Earth, The (1937)",Drama,"China, during the rule of the Qing Dynasty. The arranged marriage between Wang Lung, a humble farmer, and O-Lan, a domestic slave, will endure the many hardships of life over the years; but the temptations of a fragile prosperity will endanger their love and the survival of their entire family."
3448,"Good Morning, Vietnam (1987)",Comedy,"A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humor."
3449,"Good Mother, The (1988)",Drama,"After finding a sexually liberated boyfriend, a divorced woman gets sued over daughter's custody, by her ex, who claims that her lover has a bad influence on the kid."
3450,Grumpy Old Men (1993),Comedy,"For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks."
3451,Guess Who's Coming to Dinner (1967),Drama,A couple's attitudes are challenged when their daughter brings home a fiancé who is black.
3452,Romeo Must Die (2000),Action,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!"
3453,Here on Earth (2000),Drama,"Three lives of three young people intersect over the course of one summer. A rich student and a young working-class man accidentally destroy a diner when their impromptu road race takes a disastrous turn. Ordered by a judge to spend the summer repairing the building, they find themselves becoming rivals for the affections of the owner's daughter."
3454,Whatever It Takes (2000),Comedy,"A nerdy teen, Ryan Woodman is smitten with the popular and gorgeous Ashley Grant, who apparently has no interest in him. Meanwhile, dim star athlete Chris Campbell has his eye on Ryan's brainy and beautiful friend, Maggie Carter. The two agree to help each other in their romantic quests, but, as they come closer to their goals, both Ryan and Chris suspect that they might be pursuing the wrong girls."
3455,Buddy Boy (1999),Drama,An introvert relieves the tedium of caring for his invalid mother by spying on his neighbor.
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,"Mohammad joyfully returns to his tiny village on summer vacation from the Institute for the Blind, unaware of his widowed father's intentions to disown him in order to win the hand—and dowry—of a local woman. With the wedding swiftly approaching, Mohammad's future hangs precariously in the balance as his father struggles against his destiny, unable to see the wonder of life and love that's so clear to his son."
3457,Waking the Dead (2000),Drama,"A congressional candidate questions his sanity after seeing the love of his life, presumed dead, suddenly emerge."
3458,Blood and Sand (Sangre y Arena) (1989),Drama,"Remake of the tale of an acclaimed matador who finds himself involved with a beautiful woman, jeopardizing both his marriage and career."
3459,Gothic (1986),Drama,"Living on an estate on the shores of Lake Geneva, Lord Byron is visited by Percy and Mary Shelley. Together with Byron's lover Claire Clairmont, and aided by hallucinogenic substances, they devise an evening of ghoulish tales. However, when confronted by horrors, ostensibly of their own creation, it becomes difficult to tell apparition from reality."
3460,Hillbillys in a Haunted House (1967),Comedy,"Country singers on their way to Nashville have car trouble, forcing them to stop at an old haunted mansion. Soon they realize that the house is not only haunted, but is also the headquarters of a ring of international spies after a top secret formula for rocket fuel."
3461,Lord of the Flies (1963),Adventure,Following a plane crash a group of schoolboys find themselves on a deserted island. They appoint a leader and attempt to create an organized society for the sake of their survival. Democracy and order soon begin to crumble when a breakaway faction regresses to savagery with horrifying consequences.
3462,Modern Times (1936),Comedy,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time.."
3463,Last Resort (National Lampoon's Last Resort) (1994),Comedy,"Sam and Dave are living the boring life until they are beckoned to Sam's uncle's Island. When they get there (still not quite sure how that worked) they are compelled by beautiful women and a dastardly enemy of the Island. After accidentally convincing Sam's uncle to sign away rights to his island, they must somehow fix the problem."
3464,Solar Crisis (1990),Sci-Fi,A huge solar flare is predicted to fry the Earth. Astronauts aboard the spaceship Helios must go to the Sun to drop a bomb equipped with an Artificial Intelligence and a Japanese pilot at the right time so the flare will point somewhere else.
3465,That's Life! (1986),Drama,A wealthy architect struggles with a severe case of male menopause at the approach of his 60th birthday.
3466,Heart and Souls (1993),Comedy,"A fateful night in 1959, four people die when the bus they are riding crashes. They continue as ghosts; their souls become eternally entwined to the life of a child born at the moment of their deaths as his guardians. Baby Thomas grows up to be a businessman who has memories of his playmates, but assumes they are products of his youthful imagination. When the ghosts realize they need Thomas' help to move on to the afterlife, they decide to make an appearance once more."
3467,Hud (1963),Drama,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner."""
3468,"Hustler, The (1961)",Drama,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.
3469,Inherit the Wind (1960),Drama,"Schoolteacher Bertram Cates is arrested for teaching his students Darwin's theory of evolution. The case receives national attention and one of the newspaper reporters, E.K. Hornbeck, arranges to bring in renowned defense attorney and atheist Henry Drummond to defend Cates. The prosecutor, Matthew Brady is a former presidential candidate, famous evangelist, and old adversary of Drummond."
3470,Dersu Uzala (1975),Adventure,"A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods."
3471,Close Encounters of the Third Kind (1977),Adventure,"After an encounter with UFOs, an electricity linesman feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen."
3472,"Horror Hotel (a.k.a. City of the Dead, The) (1960)",Horror,"In Whitewood, Massachusetts, a presumed witch places a curse on the town before she is burned at the stake. 300 years later, a college student arrives and checks into the mysterious Raven's Inn to research the town's history with witchcraft."
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,"A look at the lives of several men and women in their 30s as they confront the slim gains of the ""revolutionary"" sixties. Max, a dissatisfied copy editor; Myriam, a redhead into tantric sex; and Marie, a supermarket checker who gives unauthorized discounts to the elderly, search for renewed meaning on a communal farm. The title character, a six-year-old child, is the carrier of their hopes for the future."
3474,Retroactive (1997),Sci-Fi,A psychiatrist makes multiple trips through time to save a woman that was murdered by her brutal husband.
3475,"Place in the Sun, A (1951)",Drama,A young social climber wins the heart of a beautiful heiress but his former girlfriend's pregnancy stands in the way of his ambition.
3476,Jacob's Ladder (1990),Horror,"After returning home from the Vietnam War, veteran Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images. His girlfriend, Jezzie, and ex-wife, Sarah, try to help, but to little avail. Even Singer's chiropractor friend, Louis, fails to reach him as he descends into madness."
3477,Empire Records (1995),Comedy,The employees of an independent music store learn about each other as they try to stop the store from being absorbed by a large chain.
3478,"Bamba, La (1987)",Drama,"Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly."
3479,Ladyhawke (1985),Adventure,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell."
3480,Lucas (1986),Drama,"A brilliant but socially inept 14-year-old experiences heartbreak for the first time when his two best friends – Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love – fall for each other."
3481,High Fidelity (2000),Comedy,"After his long-time girlfriend dumps him, a thirty-year-old record store owner seeks to understand why he is unlucky in love while recounting his ""top five breakups of all time""."
3483,"Road to El Dorado, The (2000)",Animation,"Stowing away after a failed con, a pair of swindlers end up on El Dorado, the fabled ""city of gold"", where they quickly get in over their heads when they are mistaken as gods by the inhabitants."
3484,"Skulls, The (2000)",Thriller,"A senior at an Ivy League college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price."
3485,Autopsy (Macchie Solari) (1975),Horror,"A series of random suicides in Rome, Italy are attributed to a heatwave, but a young pathologist named Simona—who is working on a thesis about murders disguised as suicides—suspects otherwise. When a young girl associated with Simona's playboy father ends up dead in another apparent suicide, Simona teams up with the girl's priest brother to prove she was murdered and track down the unknown serial killer."
3486,Devil Girl From Mars (1954),Sci-Fi,"Eight people at a remote Scottish inn find themselves confronted by a woman from Mars, who has landed her flying saucer for repairs but intends to soon conquer the Earth and enslave its men for breeding purposes."
3487,El Dorado (1966),Western,"Cole Thornton, a gunfighter for hire, joins forces with an old friend, Sheriff J.P. Harrah. Together with a fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water."
3488,"Hideous Sun Demon, The (1959)",Horror,"After exposure to radiation, an atomic research scientist finds himself changing into a murderous, lizard-like creature every time he is exposed to sunlight."
3489,Hook (1991),Adventure,"The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland."
3490,Horror Express (1972),Horror,Mysterious and unearthly deaths start to occur while Professor Saxton is transporting the frozen remains of a primitive humanoid creature he found in Manchuria back to Europe.
3491,My Chauffeur (1986),Comedy,"A feisty young woman accepts a mysterious offer to become a chauffeur for a Beverly Hills limousine business, much to the chagrin of her older male coworkers and the disbelief of her customers."
3492,"Son of the Sheik, The (1926)",Adventure,"Ahmed, son of Diana and Sheik Ahmed Ben Hassan, falls in love with Yasmin, a dancing girl who fronts her father's gang of mountebanks. She and Ahmed meet secretly until one night when her father and the gang capture the son of the sheik, torture him, and hold him for ransom."
3493,Torso (1973),Horror,"A masked serial killer with psychosexual issues strangles female coeds with scarves before dismembering them. When a wealthy student identifies one of the scarves and thinks she has a lead on a suspect, she becomes the killer's next target, retreating to her family's remote cliffside villa with three of her girlfriends."
3494,True Grit (1969),Adventure,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done."
3495,Roadside Prophets (1992),Comedy,"On a quest to fulfill a friend's last wish, Joe takes to the desert road on his 1957 Harley-Davidson. Joined by wannabe biker Sam, Joe journeys from Los Angeles to Nevada, meeting all sorts of characters along the way."
3496,Madame Sousatzka (1988),Drama,"In London, eccentric piano instructor Madame Sousatzka takes on a new prize protégé, Manek, a teenage Bengali immigrant who displays incredible talent. Manek forms a close bond with his teacher, but soon discovers that she expects her pupils to become disciplined in all areas of life, and not just behind the piano. As he struggles to meet the challenges, Manek must also deal with his mother, who vies with his teacher for his attention."
3497,Max Dugan Returns (1983),Comedy,An English teacher and struggling single mother has her life disrupted when the father who abandoned her as a child comes back into her life.
3498,Midnight Express (1978),Drama,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express""."
3499,Misery (1990),Drama,"After an accident, acclaimed novelist Paul Sheldon is rescued by a nurse who claims to be his biggest fan.  Her obsession takes a dark turn when she holds him captive in her remote Colorado home and forces him to write back to life the popular literary character he killed off."
3500,Mr. Saturday Night (1992),Comedy,"Buddy Young was the comic's comic, beloved by everyone. Now, playing to miniscule crowds in nursing homes, it seems like everybody but Buddy realizes that he should retire. As Buddy looks for work in show business, he realizes that the rest of the world has forgotten the golden days of Buddy Young, and that there just may not be room in the business for an old comic like himself."
3501,Murphy's Romance (1985),Comedy,"Emma, a divorced single mother seeking to start her life over, moves to a small town in Arizona. She befriends Murphy, the older local pharmacist, but things turn complicated when her ex-husband shows up."
3502,My Life (1993),Drama,"It seems that Bob Jones has everything a man could want, namely a fulfilling job and a beautiful, pregnant wife, Gail. But Bob's life is turned upside-down when he is diagnosed with cancer and given four months to live -- not even enough time to see his first child's birth. To cleanse himself of demons in his remaining days, Bob makes a video diary, hoping to pass along some wisdom to his future child. Along the way, he discovers a lot about himself."
3503,Solaris (Solyaris) (1972),Drama,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.
3504,Network (1976),Comedy,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings."
3505,No Way Out (1987),Drama,"Navy Lt. Tom Farrell meets a young woman, Susan Atwell , and they share a passionate fling. Farrell then finds out that his superior, Defense Secretary David Brice, is also romantically involved with Atwell. When the young woman turns up dead, Farrell is put in charge of the murder investigation. He begins to uncover shocking clues about the case, but when details of his encounter with Susan surface, he becomes a suspect as well."
3506,North Dallas Forty (1979),Comedy,A semi-fictional account of life as a professional football player. Loosely based on the Dallas Cowboys team of the early 1970s.
3507,"Odd Couple, The (1968)",Comedy,"In New York, Felix, a neurotic news writer who just broke up with his wife, is urged by his chaotic friend Oscar, a sports journalist, to move in with him, but their lifestyles are as different as night and day are, so Felix's ideas about housekeeping soon begin to irritate Oscar."
3508,"Outlaw Josey Wales, The (1976)",Action,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected."
3509,Black and White (1999),Drama,"Rich Bower is an up-and-coming star in the hip-hop world. Everyone wants to be around him, including Raven and her fellow upper-class white high school friends. The growing appeal of black culture among white teens fascinates documentary filmmaker Sam Donager, who sets out to chronicle it with her husband, Terry. But before Bower was a rapper, he was a gangster, and his criminal past comes back to haunt him and all those around him."
3510,Frequency (2000),Drama,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time."
3511,Ready to Rumble (2000),Comedy,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.
3512,Return to Me (2000),Drama,"It took a lot of cajoling to get Bob, a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress. Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good."
3513,Rules of Engagement (2000),Drama,A Marine Colonel is brought to court-martial after ordering his men to fire on demonstrators surrounding the American embassy in Yemen.
3514,Joe Gould's Secret (2000),Drama,"Around 1940, New Yorker staff writer Joe Mitchell meets Joe Gould, a Greenwich Village character who cadges meals, drinks, and contributions to the Joe Gould Fund and who is writing a voluminous Oral History of the World, a record of 20,000 conversations he's overheard. Mitchell is fascinated with this Harvard grad and writes a 1942 piece about him, ""Professor Seagull,"" bringing Gould some celebrity and an invitation to join the Greenwich Village Ravens, a poetry club he's often crashed. Gould's touchy, querulous personality and his frequent dropping in on Mitchell for hours of chat lead to a breakup, but the two Joes stay in touch until Gould's death and Mitchell's unveiling of the secret."
3515,Me Myself I (2000),Comedy,"Pamela Drury is unhappy, and alone. On her birthday she stumbles across a photo of Robert Dickson, and wonders what would've happened had she said yes to his proposal. A freak accident causes Pamela to live out the life she could've had, but is the grass on the other side always greener?"
3516,"Bell, Book and Candle (1958)",Comedy,"Gillian Holroyd, a modern-day witch, becomes smitten with her handsome upstairs neighbor, Shep Henderson. Using her magical powers, she casts a love spell on him, only to face unexpected complications when genuine feelings emerge, threatening her supernatural abilities."
3517,"Bells, The (1926)",Crime,"A kindly but desperate Alsatian innkeeper named Mathias murders and robs a rich Jewish merchant staying at his inn, but the ghost of his victim will not let him rest.  Meanwhile, a mysterious Mesmerist has come to town, claiming he has made many criminals confess their crimes..."
3518,"End of Violence, The (1997)",Drama,"In Hollywood, the lives of a successful film producer, his wife, a police detective and a surveillance agent intersect after a botched abduction."
3519,Force 10 from Navarone (1978),Action,"World War II, 1943. Mallory and Miller, the heroes who destroyed the guns of Navarone, are sent to Yugoslavia in search of a ghost from the past."
3520,How to Stuff a Wild Bikini (1965),Comedy,"When he's stationed in Tahiti, a sailor hires a witch doctor to keep an eye on his girlfriend."
3521,Mystery Train (1989),Comedy,"In Memphis, Tennessee, over the course of a single night, the Arcade Hotel, run by an eccentric night clerk and a clueless bellboy, is visited by a young Japanese couple traveling in search of the roots of rock; an Italian woman in mourning who stumbles upon a fleeing charlatan girl; and a comical trio of accidental thieves looking for a place to hide."
3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,"Boston, 1920. Italian immigrants Nicola Sacco and Bartolomeo Vanzetti are charged and unfairly tried for murder on the basis of their anarchist political beliefs."
3523,Taffin (1988),Action,"When a small Irish town is terrorized by a corrupt business syndicate, a lone hero wages an all out war."
3524,Arthur (1981),Comedy,Arthur is a 30-year-old child who will inherit $750 million if he complies with his family's demands and marries the woman of their choosing.
3525,Bachelor Party (1984),Comedy,"On the eve of his wedding to his longtime girlfriend, unassuming nice guy Rick is dragged out for a night of debauchery by his friends."
3526,Parenthood (1989),Comedy,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the 'black sheep' of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers."
3527,Predator (1987),Action,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.
3528,"Prince of Tides, The (1991)",Drama,A troubled Southern man talks to his suicidal sister's psychiatrist about their family history and falls in love with her (and New York City) in the process.
3529,"Postman Always Rings Twice, The (1981)",Crime,The sensuous wife of a lunch wagon proprietor and a rootless drifter begin a sordidly steamy affair and conspire to murder her Greek husband.
3530,Smoking/No Smoking (1993),Comedy,"""Smoking"" and ""No Smoking"" are two segments of the film which are based on closely connected plays. The original plays covered eight separate stories, which have been pared down to three each for these movies. At a certain point in the story of each segment, the five female characters (all played by Sabine Azema) and the four male characters (all played by Pierre Arditi) have their lives skillfully recapped in terms of ""what might have happened"" if they had made or failed to make certain choices. For example, ""No Smoking"" focuses chiefly on the relationship between the mild-mannered Miles Coombes and his infinitely more aggressive and ambitious wife, Rowena."
3531,All the Vermeers in New York (1990),Comedy,"A parable of the missteps of life enacted in the hothouse world of late 1980’s New York, in which the art market and the stock market each boomed, and in process spawned a smorgasbord of “yuppie” delusions which still persist. Anna, a French actress studying in New York, crosses paths with a successful stock-broker, Mark, standing before a Vermeer portrait at the Metropolitan, thence ensues a peculiar romance of missed meanings and connections, with tangential asides to the steaming arts world and stock market, loft-mate conflicts, and, perhaps, love. Wrapped up in their blindered worlds, Anna and Mark deflect away from their chances, leaving at the conclusion the wistful face of Vermeer’s portrait enigmatically asking questions. All the Vermeers in New York is a comedy of manners which, as gently as a Vermeer, looks beneath the skin of this time and place, and of these characters."
3533,"Actor's Revenge, An (Yukinojô henge) (1963)",Drama,"In Edo Japan, a kabuki actor seeks revenge against the three men who drove his parents to their deaths years ago."
3534,28 Days (2000),Drama,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction."
